AAP,All_IndiaMajlis-e-IttehadulMuslimeen,BJP,Congress,DMK,Janasena Party,JDU,Lok Janshakti Party(Ram Vilas),RJD,Samajwadi Party,Seats_TeluguDesam,Shiv Sena (Uddhav Balasaheb Thackrey),ShivSena,TMC
3,1,240,99,22,2,12,5,4,37,16,7,7,29
