nil,Congress,All_IndiaMajlis-e-IttehadulMuslimeen,AAP,RJD,DMK,Samajwadi Party,TMC,Shiv Sena (Uddhav Balasaheb Thackrey)
0,99,1,3,4,22,37,29,7
